Series_Title,Released_Year,Runtime,IMDB_Rating,Overview,Meta_score,No_of_Votes,Gross,overview_tokens,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Cert_16,Cert_A,Cert_Approved,Cert_G,Cert_GP,Cert_PG,Cert_PG-13,Cert_Passed,Cert_R,Cert_TV-14,Cert_TV-MA,Cert_TV-PG,Cert_U,Cert_U/A,Cert_UA,Cert_Unrated,Director_Group,Star1_Group,Star2_Group,Star3_Group,Star4_Group
Ayla: The Daughter of War,2017.0,125,8.4,"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »",77.86182739177745,34112,10011800.8,"['amid', 'st', 'ravage', 'korean', 'war', 'sergeant', 'süleyman', 'stumble', 'half', 'frozen', 'little', 'girl', 'parent', 'help', 'sight', 'frantic', 'scared', 'verge', 'death', 'summary']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
Vikram Vedha,2017.0,147,8.4,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.",75.74005327748746,28401,9439496.5,"['vikram', 'nonsense', 'police', 'officer', 'accompany', 'simon', 'partner', 'hunt', 'capture', 'vedha', 'smuggler', 'murderer', 'vedha', 'try', 'change', 'vikram', 'life', 'lead', 'conflict']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,4,4,4,4
Kimi no na wa.,2016.0,106,8.4,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",79.0,194838,"5,017,246","['stranger', 'find', 'link', 'bizarre', 'way', 'connection', 'form', 'distance', 'thing', 'apart']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
Dangal,2016.0,161,8.4,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,75.63267243739536,156479,"12,391,761","['wrestler', 'mahavir', 'singh', 'phogat', 'wrestler', 'daughter', 'struggle', 'glory', 'commonwealth', 'games', 'face', 'societal', 'oppression']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
Spider-Man: Into the Spider-Verse,2018.0,117,8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",87.0,375110,"190,241,310","['teen', 'miles', 'morales', 'spider', 'man', 'universe', 'join', 'spider', 'power', 'individual', 'dimension', 'stop', 'threat', 'reality']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
Avengers: Endgame,2019.0,181,8.4,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",78.0,809955,"858,373,000","['devastating', 'event', 'avengers', 'infinity', 'war', 'universe', 'ruin', 'help', 'remain', 'ally', 'avengers', 'assemble', 'order', 'reverse', 'thanos', 'action', 'restore', 'balance', 'universe']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,4,4,4
Avengers: Infinity War,2018.0,149,8.4,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,68.0,834477,"678,815,482","['avengers', 'ally', 'willing', 'sacrifice', 'attempt', 'defeat', 'powerful', 'thanos', 'blitz', 'devastation', 'ruin', 'put', 'end', 'universe']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,4,4,4
Coco,2017.0,105,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",81.0,384171,"209,726,015","['aspire', 'musician', 'miguel', 'confront', 'family', 'ancestral', 'ban', 'music', 'enter', 'land', 'dead', 'find', 'great', 'great', 'grandfather', 'legendary', 'singer']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
Django Unchained,2012.0,165,8.4,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",81.0,1357682,"162,805,434","['help', 'german', 'bounty', 'hunter', 'freed', 'slave', 'set', 'rescue', 'wife', 'brutal', 'mississippi', 'plantation', 'owner']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,4,4,3
The Dark Knight Rises,2012.0,164,8.4,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",78.0,1516346,"448,139,099","['year', 'joker', 'reign', 'anarchy', 'batman', 'help', 'enigmatic', 'catwoman', 'force', 'exile', 'save', 'gotham', 'city', 'brutal', 'guerrilla', 'terrorist', 'bane']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,4,4,4,4
3 Idiots,2009.0,170,8.4,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",67.0,344445,"6,532,908","['friend', 'search', 'long', 'lose', 'companion', 'revisit', 'college', 'day', 'recall', 'memory', 'friend', 'inspire', 'think', 'differently', 'rest', 'world', 'call', 'idiot']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,4,4,4,4
Taare Zameen Par,2007.0,165,8.4,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",77.95836393989984,168895,"1,223,869","['year', 'old', 'boy', 'think', 'lazy', 'trouble', 'maker', 'new', 'art', 'teacher', 'patience', 'compassion', 'discover', 'real', 'problem', 'struggle', 'school']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
WALL·E,2008.0,98,8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",95.0,999790,"223,808,164","['distant', 'future', 'small', 'waste', 'collect', 'robot', 'inadvertently', 'embark', 'space', 'journey', 'ultimately', 'decide', 'fate', 'mankind']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
The Lives of Others,2006.0,137,8.4,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",89.0,358685,"11,286,112","['east', 'berlin', 'agent', 'secret', 'police', 'conduct', 'surveillance', 'writer', 'lover', 'find', 'increasingly', 'absorb', 'life']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,4,4,3
Oldeuboi,2003.0,101,8.4,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",77.0,515451,"707,481","['kidnap', 'imprison', 'year', 'oh', 'dae', 'su', 'release', 'find', 'find', 'captor', 'day']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,4,4,4,4
Memento,2000.0,113,8.4,A man with short-term memory loss attempts to track down his wife's murderer.,80.0,1125712,"25,544,867","['man', 'short', 'term', 'memory', 'loss', 'attempt', 'track', 'wife', 'murderer']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,4,4,4,4
Mononoke-hime,1997.0,134,8.4,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",76.0,343171,"2,375,308","['journey', 'find', 'cure', 'tatarigami', 'curse', 'ashitaka', 'find', 'middle', 'war', 'forest', 'god', 'tatara', 'mining', 'colony', 'quest', 'meet', 'san', 'mononoke', 'hime']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,4,4,4,4
Once Upon a Time in America,1984.0,229,8.4,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",78.41565059583301,311365,"5,321,508","['prohibition', 'era', 'jewish', 'gangster', 'return', 'lower', 'east', 'manhattan', 'thirty', 'year', 'later', 'confront', 'ghost', 'regret', 'old', 'life']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,4,4,4
Raiders of the Lost Ark,1981.0,115,8.4,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",85.0,884112,"248,159,971","['archaeologist', 'adventurer', 'indiana', 'jones', 'hire', 'government', 'find', 'ark', 'covenant', 'adolf', 'hitler', 'nazis', 'obtain', 'awesome', 'power']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4,4,4
The Shining,1980.0,146,8.4,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",66.0,898237,"44,017,374","['family', 'head', 'isolated', 'hotel', 'winter', 'sinister', 'presence', 'influence', 'father', 'violence', 'psychic', 'son', 'see', 'horrific', 'foreboding', 'past', 'future']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,4,4,4
Apocalypse Now,1979.0,147,8.4,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,94.0,606398,"83,471,511","['army', 'officer', 'serve', 'vietnam', 'task', 'assassinate', 'renegade', 'special', 'forces', 'colonel', 'see', 'god']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,3,4,4,3
Alien,1979.0,117,8.4,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",89.0,787806,"78,900,000","['space', 'merchant', 'vessel', 'receive', 'unknown', 'transmission', 'distress', 'crew', 'attack', 'mysterious', 'life', 'form', 'soon', 'realize', 'life', 'cycle', 'merely', 'begin']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,4,4,4,4
Anand,1971.0,122,8.4,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",77.97669727323317,30273,11536874.4,"['story', 'terminally', 'ill', 'man', 'wish', 'live', 'life', 'full', 'inevitable', 'occur', 'tell', 'good', 'friend']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
Tengoku to jigoku,1963.0,143,8.4,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,93.410152401991,34357,5095370.2,"['executive', 'shoe', 'company', 'victim', 'extortion', 'chauffeur', 'son', 'kidnap', 'hold', 'ransom']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0,95,8.4,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,97.0,450474,"275,902","['insane', 'general', 'trigger', 'path', 'nuclear', 'holocaust', 'war', 'room', 'politician', 'general', 'frantically', 'try', 'stop']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,4,2,4
Witness for the Prosecution,1957.0,116,8.4,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,83.79567705400089,108862,"8,175,000","['veteran', 'british', 'barrister', 'defend', 'client', 'murder', 'trial', 'surprise', 'surprise']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
Paths of Glory,1957.0,88,8.4,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",90.0,178092,13304968.2,"['refuse', 'attack', 'enemy', 'position', 'general', 'accuse', 'soldier', 'cowardice', 'commanding', 'officer', 'defend']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,4,4,4
Rear Window,1954.0,112,8.4,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,100.0,444074,"36,764,313","['wheelchair', 'bind', 'photographer', 'spy', 'neighbor', 'apartment', 'window', 'convinced', 'commit', 'murder']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,4,4,4,4
Sunset Blvd.,1950.0,110,8.4,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,87.33500470088202,201632,12126112.5,"['screenwriter', 'develop', 'dangerous', 'relationship', 'fade', 'film', 'star', 'determine', 'triumphant', 'return']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,3,4,4,4
The Great Dictator,1940.0,125,8.4,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,92.75103783751484,203150,"288,475","['dictator', 'adenoid', 'hynkel', 'try', 'expand', 'empire', 'poor', 'jewish', 'barber', 'try', 'avoid', 'persecution', 'hynkel', 'regime']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,4,4,4,4
1917,2019.0,119,8.3,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",78.0,425844,"159,227,644","['april', 'regiment', 'assemble', 'wage', 'war', 'deep', 'enemy', 'territory', 'soldier', 'assign', 'race', 'time', 'deliver', 'message', 'stop', 'man', 'walk', 'straight', 'deadly', 'trap']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,4,4,4,4
Tumbbad,2018.0,104,8.3,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,78.64570367385403,27793,7248073.5,"['mythological', 'story', 'goddess', 'create', 'entire', 'universe', 'plot', 'revolve', 'consequence', 'human', 'build', 'temple', 'bear']",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,4,4,4
Andhadhun,2018.0,139,8.3,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",76.78249359578986,71875,"1,373,943","['series', 'mysterious', 'event', 'change', 'life', 'blind', 'pianist', 'report', 'crime', 'technically', 'know']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,3,4,4,4
Drishyam,2013.0,160,8.3,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,76.78872776683993,30722,8849268.7,"['man', 'go', 'extreme', 'length', 'save', 'family', 'punishment', 'family', 'commit', 'accidental', 'crime']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,4,4,4
